Price,Close,High,Low,Open,Volume
Ticker,^JKSE,^JKSE,^JKSE,^JKSE,^JKSE
Date,,,,,
2004-06-16,707.8594360351562,711.185295183701,704.1285633746055,710.5923007167554,5432600
2004-06-17,700.1098022460938,706.6765024859642,695.3729869112989,706.6765024859642,3854600
2004-06-18,692.6881103515625,697.4489116842678,687.4562579870405,696.982926373576,3941200
2004-06-21,689.588134765625,696.1439097295512,686.1092663411757,694.5359401241031,4420900
2004-06-22,691.0661010742188,691.0661010742188,683.8963363858383,688.6321748777164,3487500
2004-06-23,699.728759765625,699.728759765625,691.998103481552,691.998103481552,8909800
2004-06-24,709.3234252929688,709.3234252929688,698.7428431538112,703.3686398040632,10504200
2004-06-25,720.2039794921875,720.2039794921875,707.7774609168648,707.8504561243071,6024800
2004-06-28,720.510986328125,720.510986328125,712.3092788623288,718.7060638319127,4424900
2004-06-29,722.2649536132812,722.2649536132812,714.4161986546263,718.508080608981,7158500
2004-06-30,732.3724975585938,732.3724975585938,723.5958615999755,723.6158193193289,15871800
2004-07-01,729.7796020507812,729.7796020507812,722.719879046933,728.1947027504905,9792700
2004-07-02,744.9959716796875,744.9959716796875,726.4176556540876,728.5475774759773,12367100
2004-07-05,744.9959716796875,744.9959716796875,726.4176556540876,728.5475774759773,123671400
2004-07-06,768.22509765625,769.0380542888618,757.8644780489669,757.8644780489669,22786100
2004-07-07,771.6339721679688,771.6339721679688,757.2465315885821,762.1443512364685,18953000
2004-07-08,759.71240234375,772.3239104504288,757.3824760390462,771.1609308633658,14482100
2004-07-09,761.1104125976562,761.1104125976562,752.8497475535685,757.0135870731979,9902400
2004-07-12,757.5455322265625,763.8342889636402,752.9576980673983,762.9582854557716,9299600
2004-07-13,756.552490234375,757.9054648578366,750.9177610679258,754.8955723763032,6556400
2004-07-14,744.2869873046875,753.7276596077336,738.3162115794274,753.6516737980253,8864000
2004-07-15,745.3109741210938,746.6818923614454,735.4023637835083,743.4880471331666,5801700
2004-07-16,756.0655517578125,756.0655517578125,743.3130572420498,743.3130572420498,10983800
2004-07-19,754.24365234375,755.653570609127,749.0558659900405,754.7506516524589,9567200
2004-07-20,756.6375122070312,756.6375122070312,750.8067457320069,752.1216969405106,11534600
2004-07-21,761.2094116210938,762.5143535500547,755.6305880440613,758.3345234202717,13939100
2004-07-22,761.4884033203125,761.4884033203125,753.6226812598503,755.0256418579697,6947400
2004-07-23,766.337158203125,766.337158203125,757.5754755146904,761.0553814882512,14926300
2004-07-26,761.7744140625,762.5033896412402,748.9829189440549,762.5033896412402,13751800
2004-07-27,759.2493896484375,762.0362682967015,755.2165268644741,759.3823800687994,8661900
2004-07-28,760.17041015625,760.8413435018659,756.1325424938645,760.0214291413633,7829200
2004-07-29,760.9434204101562,761.0883732673265,753.8896786999577,760.3714211775675,13730100
2004-07-30,756.9534912109375,763.2892429966685,754.492588517024,761.6573485439054,8735700
2004-08-02,749.4288330078125,755.497566482304,747.2929298290878,755.1095810980557,3056100
2004-08-03,757.2655029296875,757.2655029296875,750.3008082415771,750.7967606140782,6656800
2004-08-04,758.2745361328125,758.2745361328125,752.7647405754427,753.9316873947182,11642800
2004-08-05,761.9813842773438,761.9813842773438,756.2546170091989,757.9335678972785,13753800
2004-08-06,753.9026489257812,759.4284347213477,750.3737946445528,759.4284347213477,11295500
2004-08-09,750.0107421875,750.9337408764616,745.6179080515474,749.515766364748,4960500
2004-08-10,752.4136962890625,752.4136962890625,748.6898422620366,750.1587792063848,5691300
2004-08-11,763.917236328125,763.917236328125,754.3765926931102,754.3765926931102,7346800
2004-08-12,758.1495361328125,762.6393517846395,755.1466621742792,762.6393517846395,14099400
2004-08-13,755.8905639648438,756.8555532633317,752.7106950482338,753.8446841169774,6322100
2004-08-16,751.9207153320312,754.7696033550473,748.438856365815,754.3396274322968,2553400
2004-08-17,751.9207153320312,754.7696033550473,748.438856365815,754.3396274322968,125534200
2004-08-18,754.2246704101562,755.0915800254022,750.228793233321,752.9366956417434,4941500
2004-08-19,753.6597290039062,755.0226520974682,751.6407645179886,754.1456720279956,3672300
2004-08-20,750.4427490234375,753.5876460354074,747.1178663475897,753.5876460354074,2488900
2004-08-23,749.341796875,753.0786508963876,745.9659517473441,751.6757514151845,3982600
2004-08-24,738.8372802734375,743.5130626980091,731.0265490263976,743.5130626980091,11557800
2004-08-25,731.6875,737.5412758681596,728.3216032889196,737.5412758681596,4182900
2004-08-26,735.2254028320312,735.2254028320312,729.7156075864414,732.4294911810889,3365500
2004-08-27,746.73095703125,746.73095703125,734.0124577237085,734.0124577237085,5233700
2004-08-30,752.9957275390625,752.9957275390625,744.036054161254,745.1589963106828,4150400
